hole_id,prospect,sample_id,depth_from,depth_to,length,lith1,alt_1_type,alt_1_style,Au_ppm_preferred,Ag_ppm,Al_pct,As_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_pct,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,K_pct,La_ppm,Li_ppm,Lu_ppm,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Nb_ppm,Ni_ppm,P_pct,Pb_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
HOLE_006,Jerimum de Cima,100950,93.30,95.30,2.00,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100951,95.30,97.30,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100952,97.30,99.30,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100953,99.30,100.50,1.20,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100954,100.50,101.00,0.50,IG,SER,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100955,101.00,103.00,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100956,103.00,105.00,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100957,105.00,107.00,2.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100958,107.00,109.00,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100959,109.00,111.00,2.00,IG,CTHM,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100960,111.00,113.10,2.10,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100961,113.10,113.70,0.60,IG,SER,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100962,113.70,115.70,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100963,115.70,117.70,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100964,117.70,119.50,1.80,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100965,119.50,121.50,2.00,IG,SER,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100966,121.50,123.50,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100967,123.50,125.20,1.70,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100968,125.20,127.20,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100969,127.20,129.20,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100970,129.20,131.20,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100971,131.20,132.70,1.50,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100972,132.70,134.00,1.30,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100973,134.00,136.60,2.60,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100974,136.60,138.60,2.00,IG,CTHM,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100975,138.60,140.60,2.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100976,140.60,143.20,2.60,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100977,143.20,145.20,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100978,145.20,147.70,2.50,IG,CT,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100979,147.70,149.70,2.00,IG,CT,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100980,149.70,150.70,1.00,IG,CT,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100981,150.70,152.40,1.70,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100982,152.40,154.40,2.00,MD,CT,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100983,154.40,155.90,1.50,MD,CT,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100984,155.90,157.10,1.20,MD,CT,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100985,157.10,159.10,2.00,IG,CT,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100986,159.10,160.10,1.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100987,160.10,161.90,1.80,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100988,192.00,194.00,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100989,194.00,196.00,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100990,196.00,198.00,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100991,198.00,199.90,1.90,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100992,199.90,201.90,2.00,IG,CT,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100993,201.90,203.90,2.00,IG,CT,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100994,203.90,205.90,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100995,205.90,207.90,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100996,207.90,209.90,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100997,209.90,211.90,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100998,211.90,213.90,2.00,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_006,Jerimum de Cima,100999,213.90,216.40,2.50,IG,CT,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101000,1.50,3.00,1.50,SAP,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101001,3.00,4.60,1.60,SAP,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101002,4.60,6.10,1.50,SAP,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101003,6.10,7.60,1.50,SAP,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101004,7.60,9.10,1.50,SAP,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101005,9.10,10.70,1.60,SAP,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101006,10.70,12.20,1.50,SAP,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101007,12.20,13.70,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101008,13.70,15.20,1.50,SAP,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101009,15.20,16.80,1.60,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101010,16.80,18.30,1.50,SAP,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101011,18.30,19.80,1.50,SAP,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101012,19.80,21.30,1.50,SAP,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101013,21.30,22.90,1.60,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101014,22.90,24.40,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101015,24.40,25.90,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101016,25.90,27.40,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101017,27.40,29.00,1.60,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101018,29.00,30.50,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101019,30.50,32.00,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101020,32.00,33.50,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101021,33.50,35.10,1.60,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101022,35.10,36.60,1.50,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101023,36.60,38.10,1.50,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101024,38.10,39.60,1.50,IG,CTHM,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101025,39.60,41.60,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101026,41.60,43.60,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101027,43.60,45.70,2.10,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101028,45.70,47.70,2.00,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101029,47.70,49.70,2.00,IG,CTHM,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101030,49.70,51.70,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101031,51.70,53.70,2.00,IG,CT,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101032,53.70,55.30,1.60,IG,CT,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101033,55.30,55.70,0.40,IG,SER,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101034,55.70,57.40,1.70,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101035,57.40,57.90,0.50,IG,SER,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101036,57.90,58.50,0.60,IG,SER,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101037,58.50,60.50,2.00,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101038,60.50,62.40,1.90,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101039,62.40,64.00,1.60,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101040,64.00,64.90,0.90,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101041,64.90,67.10,2.20,IG,SER,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101042,67.10,69.10,2.00,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101043,69.10,70.60,1.50,IG,CTHM,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101044,70.60,72.20,1.60,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101045,72.20,73.90,1.70,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101046,73.90,75.20,1.30,IG,SIL,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101047,75.20,76.80,1.60,IG,SIL,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101048,76.80,77.20,0.40,IG,CTHM,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101049,77.20,77.70,0.50,IG,SER,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101050,77.70,78.30,0.60,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101051,78.30,79.30,1.00,IG,SER,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101052,79.30,81.50,2.20,IG,SER,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101053,81.50,82.70,1.20,IG,SER,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101054,82.70,84.70,2.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101055,84.70,86.70,2.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101056,86.70,88.90,2.20,IG,CTHM,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101057,88.90,90.90,2.00,IG,CTHM,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101058,90.90,91.80,0.90,IG,CTHM,,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101059,91.80,94.50,2.70,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101060,94.50,95.90,1.40,IG,SER,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101061,95.90,96.90,1.00,IG,CTHM,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101062,96.90,97.30,0.40,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101063,97.30,98.10,0.80,IG,CTHM,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101064,98.10,98.70,0.60,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101065,98.70,99.90,1.20,IG,CTHM,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101066,99.90,101.60,1.70,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101067,101.60,102.10,0.50,IG,SER,,345.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101068,102.10,103.10,1.00,IG,SER,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101069,103.10,103.90,0.80,IG,CTHM,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101070,103.90,104.80,0.90,IG,SER,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101071,104.80,105.50,0.70,IG,CTHM,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101072,105.50,106.20,0.70,IG,CTHM,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101073,106.20,107.30,1.10,IG,CTHM,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101074,107.30,108.40,1.10,IG,SER,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101075,108.40,109.30,0.90,IG,CTHM,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101076,109.30,109.90,0.60,IG,CTHM,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101077,109.90,110.90,1.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101078,110.90,112.00,1.10,IG,CTHM,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101079,112.00,112.90,0.90,IG,CTHM,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101080,112.90,113.70,0.80,IG,SER,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101081,113.70,114.70,1.00,IG,SER,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101082,114.70,116.20,1.50,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101083,116.20,117.60,1.40,IG,CTHM,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101084,117.60,118.50,0.90,IG,SER,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101085,118.50,119.50,1.00,IG,CTHM,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101086,119.50,121.40,1.90,IG,CTHM,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101087,121.40,122.90,1.50,IG,CTHM,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101088,122.90,123.30,0.40,IG,CTHM,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_007,Jerimum de Cima,101089,123.30,125.30,2.00,IG,CTHM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
