hole_id,prospect,sample_id,depth_from,depth_to,length,lith1,alt_1_type,alt_1_style,Au_ppm_preferred,Ag_ppm,Al_pct,As_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_pct,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,K_pct,La_ppm,Li_ppm,Lu_ppm,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Nb_ppm,Ni_ppm,P_pct,Pb_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
HOLE_001,Jerimum de Cima,100000,0.00,3.00,3.00,QC,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100001,3.00,6.00,3.00,SAP,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100002,6.00,9.00,3.00,SAP,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100003,9.00,12.00,3.00,SAP,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100004,12.00,18.00,6.00,SAP,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100005,18.00,22.00,4.00,SAP,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100006,22.00,25.00,3.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100007,25.00,27.00,2.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100008,27.00,30.00,3.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100009,30.00,33.00,3.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100010,33.00,36.00,3.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100011,36.00,38.00,2.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100012,38.00,40.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100013,40.00,42.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100014,42.00,44.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100015,44.00,46.00,2.00,SAP,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100016,46.00,48.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100017,48.00,50.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100018,50.00,52.00,2.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100019,52.00,54.00,2.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100020,54.00,56.00,2.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100021,56.00,58.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100022,58.00,60.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100023,60.00,62.00,2.00,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100024,62.00,65.00,3.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100025,65.00,67.00,2.00,SAP,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100026,67.00,70.00,3.00,SAP,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100027,70.00,72.30,2.30,SAP,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100028,72.30,74.30,2.00,IG,CT,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100029,74.30,76.30,2.00,IG,CT,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100030,76.30,78.30,2.00,IG,CT,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100031,78.30,80.30,2.00,IG,CT,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100032,80.30,82.30,2.00,IG,CT,PH,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100033,82.30,84.30,2.00,IG,CTHM,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100034,84.30,86.30,2.00,IG,CTHM,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100035,86.30,88.30,2.00,IG,CTHM,PV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100036,88.30,90.30,2.00,IG,CTHM,PV,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100037,90.30,91.30,1.00,IG,CTHM,PV,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100038,91.30,92.30,1.00,IG,CTHM,PV,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100039,92.30,94.30,2.00,IG,CTHM,PV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100040,94.30,95.30,1.00,IG,CTHM,PH,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100041,95.30,96.30,1.00,IG,CTHM,PH,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100042,96.30,97.30,1.00,IG,CTHM,PV,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100043,97.30,99.30,2.00,IG,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100044,99.30,100.30,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100045,100.30,102.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100046,102.30,103.30,1.00,IG,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100047,103.30,104.30,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100048,104.30,105.30,1.00,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100049,105.30,106.30,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100050,106.30,108.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100051,108.30,110.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100052,110.30,111.30,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100053,111.30,112.30,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100054,112.30,114.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100055,114.30,116.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100056,116.30,118.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100057,118.30,120.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100058,120.30,122.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100059,122.30,124.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100060,124.30,126.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100061,126.30,127.30,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100062,127.30,128.30,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100063,128.30,130.30,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100064,130.30,131.80,1.50,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100065,131.80,132.80,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100066,132.80,133.60,0.80,IG,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100067,133.60,135.60,2.00,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100068,135.60,137.60,2.00,IG,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100069,137.60,138.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100070,138.60,139.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100071,139.60,140.60,1.00,IG,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100072,140.60,141.60,1.00,IG,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100073,141.60,143.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100074,143.60,144.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100075,144.60,145.60,1.00,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100076,145.60,147.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100077,147.60,149.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100078,149.60,151.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100079,151.60,153.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100080,153.60,154.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100081,154.60,155.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100082,155.60,156.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100083,156.60,157.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100084,157.60,159.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100085,159.60,161.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100086,161.60,163.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100087,163.60,165.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100088,165.60,167.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100089,167.60,169.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100090,169.60,171.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100091,171.60,173.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100092,173.60,175.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100093,175.60,177.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100094,177.60,179.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100095,179.60,181.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100096,181.60,182.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100097,182.60,183.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100098,183.60,185.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100099,185.60,187.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100100,187.60,189.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100101,189.60,190.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100102,190.60,191.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100103,191.60,192.60,1.00,IG,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100104,192.60,193.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100105,193.60,195.60,2.00,VEN,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100106,195.60,196.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100107,196.60,198.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100108,198.60,199.60,1.00,IA,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100109,199.60,201.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100110,201.60,203.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100111,203.60,205.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100112,205.60,207.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100113,207.60,209.60,2.00,IG,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100114,209.60,211.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100115,211.60,213.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100116,213.60,214.60,1.00,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100117,214.60,215.60,1.00,IG,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100118,215.60,217.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100119,217.60,218.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100120,218.60,219.60,1.00,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100121,219.60,220.60,1.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100122,220.60,221.60,1.00,IG,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100123,221.60,223.60,2.00,IG,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100124,223.60,224.60,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100125,224.60,225.60,1.00,IG,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100126,225.60,227.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100127,227.60,229.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100128,229.60,231.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100129,231.60,233.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100130,233.60,235.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100131,235.60,237.60,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100132,237.60,239.60,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100133,239.60,240.10,0.50,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100134,240.10,242.10,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100135,242.10,244.10,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100136,244.10,246.70,2.60,IG,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100137,246.70,247.20,0.50,IG,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100138,247.20,248.20,1.00,IG,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100139,248.20,249.20,1.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100140,249.20,251.20,2.00,IG,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100141,251.20,253.20,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_001,Jerimum de Cima,100142,253.20,255.20,2.00,IG,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
